source_id,research_id,variant_index,variant_count,source_file,source_entry,variant_label,formula_or_construction,data_requirement,inventory_data_route,formula_audit_status,formula_audit_reason,static_reuse_evidence,semantic_class,include_in_j_baseline_if_submitted,future_information_check,static_duplicate_of,post_static_decision
CJ-G016-V05,CHANGJIANG-G016,5,6,长江__高频因子和交易行为__15项全量清单.md,`收益5分`、`收益日线`、`残差收益5分`、`残差收益日线`、`轨迹5分`、`轨迹日线`,`收益5分`、`收益日线`、`残差收益5分`、`残差收益日线`、`轨迹5分`、`轨迹日线` :: variant 05/06,Amihud：\(\operatorname{mean}(,/A_i)\)；残差版将 \(r_i\) 换为相对上证指数回归残差；轨迹版 \(\log\prod(1+,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G016-V06,CHANGJIANG-G016,6,6,长江__高频因子和交易行为__15项全量清单.md,`收益5分`、`收益日线`、`残差收益5分`、`残差收益日线`、`轨迹5分`、`轨迹日线`,`收益5分`、`收益日线`、`残差收益5分`、`残差收益日线`、`轨迹5分`、`轨迹日线` :: variant 06/06,Amihud：\(\operatorname{mean}(,/A_i)\)；残差版将 \(r_i\) 换为相对上证指数回归残差；轨迹版 \(\log\prod(1+,UNCLASSIFIED,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G017-V01,CHANGJIANG-G017,1,6,长江__高频因子和交易行为__15项全量清单.md,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)`,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)` :: variant 01/06,逐笔成交价高于前一买一记主买、低于前一卖一记主卖；\(Stren=\sum w_tBuy_t/\sum w_tSell_t\)。主买远强于主卖代表交易异常及过度反应,unavailable / proxy_required,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,需要逐笔委托/成交或报告外模型输出；本地分钟数据不能等价恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
CJ-G017-V02,CHANGJIANG-G017,2,6,长江__高频因子和交易行为__15项全量清单.md,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)`,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)` :: variant 02/06,逐笔成交价高于前一买一记主买、低于前一卖一记主卖；\(Stren=\sum w_tBuy_t/\sum w_tSell_t\)。主买远强于主卖代表交易异常及过度反应,unavailable / proxy_required,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,需要逐笔委托/成交或报告外模型输出；本地分钟数据不能等价恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
CJ-G017-V03,CHANGJIANG-G017,3,6,长江__高频因子和交易行为__15项全量清单.md,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)`,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)` :: variant 03/06,逐笔成交价高于前一买一记主买、低于前一卖一记主卖；\(Stren=\sum w_tBuy_t/\sum w_tSell_t\)。主买远强于主卖代表交易异常及过度反应,unavailable / proxy_required,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,需要逐笔委托/成交或报告外模型输出；本地分钟数据不能等价恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
CJ-G017-V04,CHANGJIANG-G017,4,6,长江__高频因子和交易行为__15项全量清单.md,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)`,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)` :: variant 04/06,逐笔成交价高于前一买一记主买、低于前一卖一记主卖；\(Stren=\sum w_tBuy_t/\sum w_tSell_t\)。主买远强于主卖代表交易异常及过度反应,unavailable / proxy_required,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,需要逐笔委托/成交或报告外模型输出；本地分钟数据不能等价恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
CJ-G017-V05,CHANGJIANG-G017,5,6,长江__高频因子和交易行为__15项全量清单.md,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)`,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)` :: variant 05/06,逐笔成交价高于前一买一记主买、低于前一卖一记主卖；\(Stren=\sum w_tBuy_t/\sum w_tSell_t\)。主买远强于主卖代表交易异常及过度反应,unavailable / proxy_required,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,需要逐笔委托/成交或报告外模型输出；本地分钟数据不能等价恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
CJ-G017-V06,CHANGJIANG-G017,6,6,长江__高频因子和交易行为__15项全量清单.md,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)`,`21天`、`42天`、`21天(21半衰)`、`42天(21半衰)`、`21天(42半衰)`、`42天(42半衰)` :: variant 06/06,逐笔成交价高于前一买一记主买、低于前一卖一记主卖；\(Stren=\sum w_tBuy_t/\sum w_tSell_t\)。主买远强于主卖代表交易异常及过度反应,unavailable / proxy_required,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,需要逐笔委托/成交或报告外模型输出；本地分钟数据不能等价恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
CJ-G018-V01,CHANGJIANG-G018,1,2,长江__高频因子和交易行为__15项全量清单.md,`21天特异率`、`42天特异率`,`21天特异率`、`42天特异率` :: variant 01/02,对个股收益回归 MKT/SMB/HML，取 \(R^2\)（本篇定义；下一篇改用 \(1-R^2\)）。与市场共同成分越低，局部异常越多,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G018-V02,CHANGJIANG-G018,2,2,长江__高频因子和交易行为__15项全量清单.md,`21天特异率`、`42天特异率`,`21天特异率`、`42天特异率` :: variant 02/02,对个股收益回归 MKT/SMB/HML，取 \(R^2\)（本篇定义；下一篇改用 \(1-R^2\)）。与市场共同成分越低，局部异常越多,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G019-V01,CHANGJIANG-G019,1,1,长江__高频因子和交易行为__15项全量清单.md,高频合成因子,高频合成因子,对有效高频因子做 Barra 中性、方向统一和等权合成；分散单一交易行为风险,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G020-V01,CHANGJIANG-G020,1,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: 5m,\(Vol_f=sd(r^{f}_{21d})\)；高波多来自非理性交易,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G020-V02,CHANGJIANG-G020,2,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: 30m,\(Vol_f=sd(r^{f}_{21d})\)；高波多来自非理性交易,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G020-V03,CHANGJIANG-G020,3,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: daily,\(Vol_f=sd(r^{f}_{21d})\)；高波多来自非理性交易,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G021-V01,CHANGJIANG-G021,1,4,长江__特异视角下的波动率因子__29项全量清单.md,特异波动率、特异率、新特异波动率、新特异率,特异波动率、特异率、新特异波动率、新特异率 :: variant 01/04,前两项来自三因子回归；后两项在回归中加入反转与流动性收益。相对市场异常比绝对波动更贴近低波逻辑,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G021-V02,CHANGJIANG-G021,2,4,长江__特异视角下的波动率因子__29项全量清单.md,特异波动率、特异率、新特异波动率、新特异率,特异波动率、特异率、新特异波动率、新特异率 :: variant 02/04,前两项来自三因子回归；后两项在回归中加入反转与流动性收益。相对市场异常比绝对波动更贴近低波逻辑,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G021-V03,CHANGJIANG-G021,3,4,长江__特异视角下的波动率因子__29项全量清单.md,特异波动率、特异率、新特异波动率、新特异率,特异波动率、特异率、新特异波动率、新特异率 :: variant 03/04,前两项来自三因子回归；后两项在回归中加入反转与流动性收益。相对市场异常比绝对波动更贴近低波逻辑,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G021-V04,CHANGJIANG-G021,4,4,长江__特异视角下的波动率因子__29项全量清单.md,特异波动率、特异率、新特异波动率、新特异率,特异波动率、特异率、新特异波动率、新特异率 :: variant 04/04,前两项来自三因子回归；后两项在回归中加入反转与流动性收益。相对市场异常比绝对波动更贴近低波逻辑,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G022-V01,CHANGJIANG-G022,1,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: variant 01/03,\(HFVol_f=\sqrt{Iota_{new}}\cdot Vol_f\),derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G022-V02,CHANGJIANG-G022,2,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: variant 02/03,\(HFVol_f=\sqrt{Iota_{new}}\cdot Vol_f\),derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G022-V03,CHANGJIANG-G022,3,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: variant 03/03,\(HFVol_f=\sqrt{Iota_{new}}\cdot Vol_f\),derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G023-V01,CHANGJIANG-G023,1,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: variant 01/03,\(z=(Vol-\min)/(max-\min)\)，\(NLVol_f=\sqrt{Iota_{new}}e^z\)；弱化低波端噪声、放大高波端,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G023-V02,CHANGJIANG-G023,2,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: variant 02/03,\(z=(Vol-\min)/(max-\min)\)，\(NLVol_f=\sqrt{Iota_{new}}e^z\)；弱化低波端噪声、放大高波端,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G023-V03,CHANGJIANG-G023,3,3,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`30m`、`日线`,`5m`、`30m`、`日线` :: variant 03/03,\(z=(Vol-\min)/(max-\min)\)，\(NLVol_f=\sqrt{Iota_{new}}e^z\)；弱化低波端噪声、放大高波端,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G024-V01,CHANGJIANG-G024,1,4,长江__特异视角下的波动率因子__29项全量清单.md,`60m`、`30m`、`10m`、`5m`（日线已计入特异率）,`60m`、`30m`、`10m`、`5m`（日线已计入特异率） :: variant 01/04,在对应频率做 Fama 回归取 \(1-R^2\)；检验跨标的同步误差,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G024-V02,CHANGJIANG-G024,2,4,长江__特异视角下的波动率因子__29项全量清单.md,`60m`、`30m`、`10m`、`5m`（日线已计入特异率）,`60m`、`30m`、`10m`、`5m`（日线已计入特异率） :: variant 02/04,在对应频率做 Fama 回归取 \(1-R^2\)；检验跨标的同步误差,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G024-V03,CHANGJIANG-G024,3,4,长江__特异视角下的波动率因子__29项全量清单.md,`60m`、`30m`、`10m`、`5m`（日线已计入特异率）,`60m`、`30m`、`10m`、`5m`（日线已计入特异率） :: variant 03/04,在对应频率做 Fama 回归取 \(1-R^2\)；检验跨标的同步误差,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G024-V04,CHANGJIANG-G024,4,4,长江__特异视角下的波动率因子__29项全量清单.md,`60m`、`30m`、`10m`、`5m`（日线已计入特异率）,`60m`、`30m`、`10m`、`5m`（日线已计入特异率） :: variant 04/04,在对应频率做 Fama 回归取 \(1-R^2\)；检验跨标的同步误差,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G025-V01,CHANGJIANG-G025,1,5,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`10m`、`30m`、`60m`、`日线`,`5m`、`10m`、`30m`、`60m`、`日线` :: 5m,\(\sum V_ir_i/\sum V_i\)；价量同标的匹配对高频更稳健,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G025-V02,CHANGJIANG-G025,2,5,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`10m`、`30m`、`60m`、`日线`,`5m`、`10m`、`30m`、`60m`、`日线` :: 10m,\(\sum V_ir_i/\sum V_i\)；价量同标的匹配对高频更稳健,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G025-V03,CHANGJIANG-G025,3,5,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`10m`、`30m`、`60m`、`日线`,`5m`、`10m`、`30m`、`60m`、`日线` :: 30m,\(\sum V_ir_i/\sum V_i\)；价量同标的匹配对高频更稳健,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G025-V04,CHANGJIANG-G025,4,5,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`10m`、`30m`、`60m`、`日线`,`5m`、`10m`、`30m`、`60m`、`日线` :: 60m,\(\sum V_ir_i/\sum V_i\)；价量同标的匹配对高频更稳健,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G025-V05,CHANGJIANG-G025,5,5,长江__特异视角下的波动率因子__29项全量清单.md,`5m`、`10m`、`30m`、`60m`、`日线`,`5m`、`10m`、`30m`、`60m`、`日线` :: daily,\(\sum V_ir_i/\sum V_i\)；价量同标的匹配对高频更稳健,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,READY_FOR_LOCAL_IMPLEMENTATION,公式可由本地 1 分钟 OHLCV/成交笔数或日线面板直接构造。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,READY_FOR_LOCAL_IMPLEMENTATION
CJ-G026-V01,CHANGJIANG-G026,1,4,长江__特异视角下的波动率因子__29项全量清单.md,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率 :: variant 01/04,对含特异率的风格空间回归取残差；研究剥离异常后的风险溢价,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G026-V02,CHANGJIANG-G026,2,4,长江__特异视角下的波动率因子__29项全量清单.md,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率 :: variant 02/04,对含特异率的风格空间回归取残差；研究剥离异常后的风险溢价,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G026-V03,CHANGJIANG-G026,3,4,长江__特异视角下的波动率因子__29项全量清单.md,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率 :: variant 03/04,对含特异率的风格空间回归取残差；研究剥离异常后的风险溢价,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G026-V04,CHANGJIANG-G026,4,4,长江__特异视角下的波动率因子__29项全量清单.md,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率,纯基础波动率、纯特异波动率、纯高频波动率、纯非线性波动率 :: variant 04/04,对含特异率的风格空间回归取残差；研究剥离异常后的风险溢价,derivable / platform_check_required,PLATFORM_CHECK,BLOCKED_PLATFORM_FACTOR_DATA,需要市场/风格/行业暴露、Fama-French 回归或报告外公共因子。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_PLATFORM_FACTOR_DATA
CJ-G027-V01,CHANGJIANG-G027,1,3,长江__特异视角下的波动率因子__29项全量清单.md,非线性动量段、非线性反转段、非线性结构化反转,非线性动量段、非线性反转段、非线性结构化反转 :: variant 01/03,\(u_i=V_i/\sum V-\text{gap}\)，\(g_i=\log(1+u_i)\)，按 \(g_i\) 正负分别归一加权收益并合成；连续化原结构权重,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G027-V02,CHANGJIANG-G027,2,3,长江__特异视角下的波动率因子__29项全量清单.md,非线性动量段、非线性反转段、非线性结构化反转,非线性动量段、非线性反转段、非线性结构化反转 :: variant 02/03,\(u_i=V_i/\sum V-\text{gap}\)，\(g_i=\log(1+u_i)\)，按 \(g_i\) 正负分别归一加权收益并合成；连续化原结构权重,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G027-V03,CHANGJIANG-G027,3,3,长江__特异视角下的波动率因子__29项全量清单.md,非线性动量段、非线性反转段、非线性结构化反转,非线性动量段、非线性反转段、非线性结构化反转 :: variant 03/03,\(u_i=V_i/\sum V-\text{gap}\)，\(g_i=\log(1+u_i)\)，按 \(g_i\) 正负分别归一加权收益并合成；连续化原结构权重,derivable / extend_daily_aggregation,LOCAL_CONSTRUCTIBLE,BLOCKED_FORMULA_UNDERDETERMINED,报告清单不足以唯一冻结权重、窗口、归一化或被损坏的公式。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_FORMULA_UNDERDETERMINED
CJ-G028-V01,CHANGJIANG-G028,1,2,长江__主动成交占比__17项全量清单.md,博弈因子、资金流向因子,博弈因子,"博弈为逐笔主买/主卖比；资金流 \(\sum A_i\,sign(C_i-C_{i-1})/\sum A_i\)。净买入越强，价格越可能被高估",博弈 unavailable / proxy_required；资金流 derivable / extend_daily_aggregation,UNAVAILABLE_OR_BLOCKED,BLOCKED_TICK_OR_MODEL_DATA,逐笔主买/主卖不可由分钟线无损恢复。,,LATENT_COMPONENT,True,PASS_BY_CONSTRUCTION: only same-day intraday inputs; published daily value is lagged by the repository loader,,BLOCKED_TICK_OR_MODEL_DATA
